style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
Lager,Pious Monk Dunkel,Church Brew Works,Church Brew Works Pious Monk Dunkel,Notes:,4.3,15,25,22,55,7,28,91,23,0,48,31,10,121,3.494318,3.590909,3.573864,3.607955,3.732955
Lager,Garten Bräu Munich Dark,Capital Brewery,Capital Brewery Capital Dark,"Notes:Styled after a traditional European Dunkel lager with dark caramel malt flavor with smooth dry finish. One of our Original Brau beers, Capital Dark is our most award winning beer and still remains an all-time favorite.\t",5.4,15,25,25,60,11,42,53,13,1,19,34,6,123,3.633858,3.8346460000000002,3.625984,3.795276,3.956693
Lager,König Ludwig Dunkel,Kaltenberg International / König Ludwig International GmbH & Co.KG,Kaltenberg International / König Ludwig International GmbH & Co.KG König Ludwig Dunkel,Notes:,5.1,15,25,10,37,1,30,64,10,0,14,20,5,89,3.618421,3.881579,3.644737,3.855263,3.907895
Lager,Barbarossa Double Dark Lager,Christian Moerlein Brewing Company,Christian Moerlein Brewing Company Barbarossa Double Dark Lager,Notes:,5,15,25,18,52,10,38,89,20,0,26,44,11,107,3.688406,3.702899,3.753623,3.862319,4.050725
Lager,Schadenfreude,Surly Brewing Company,Surly Brewing Company Schadenfreude,Notes:,5,15,25,19,65,4,43,65,8,0,11,38,12,144,3.625,3.9375,3.953125,3.96875,4.0625
Lager,Ettaler Kloster Dunkel,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Kloster Dunkel,"Notes:Dark beers are the traditional Bavarian beers. Common, mild malt flavor is all in addition to the rich, red-black color. Our dark a pronounced freshness in the on trunk is added, then goes up in a soft roundness. The monastery of darkness is a beer for connoisseurs. It is suitable all year round, but especially it fits to the traditional Bavarian cuisine.\t",5,15,25,21,52,8,37,80,19,0,17,38,7,138,3.637755,3.908163,3.913265,3.857143,4.005102
Lager,Holzar-Bier,Der HirschBrau/Privatbrauerei Höss,Der HirschBrau/Privatbrauerei Höss Holzar-Bier,Notes:,5.2,15,25,9,31,6,18,61,5,0,10,23,5,82,3.531915,3.675532,3.62234,3.638298,3.824468
Lager,Dunkel Lager,Sly Fox Brewing Company,Sly Fox Brewing Company Dunkel Lager,Notes:,5.3,15,25,25,49,8,29,81,15,2,18,38,9,132,3.472973,3.644144,3.612613,3.554054,3.806306
Lager,Franconia Dunkel,Franconia Brewing Company,Franconia Brewing Company Franconia Dunkel,Notes:,4.4,15,25,10,67,1,55,41,4,0,1,24,5,123,3.84375,3.90625,3.71875,3.9375,4.125
Lager,Hirter Morchl,Brauerei Hirt GmbH,Brauerei Hirt GmbH Hirter Morchl,Notes:,5,15,25,18,68,16,31,77,26,0,39,30,6,132,3.727273,3.886364,3.727273,3.852273,3.875
Lager,Gösser Dark BeerBrauerei Göss (Brau Union),Brauerei Göss (Brau Union),Brauerei Göss (Brau Union) Gösser Dark Beer,Notes:,4.2,15,25,31,63,7,52,76,14,0,18,51,1,135,3.652174,3.869565,3.641304,3.793478,3.913043
Lager,Organic Pinkus Jubilate,Brauerei Pinkus Mueller,Brauerei Pinkus Mueller Organic Pinkus Jubilate,Notes:,5.5,15,25,19,53,13,37,83,33,2,30,45,7,123,3.576389,3.868056,3.576389,3.520833,3.715278
Lager,León,Grupo Modelo S.A. de C.V.,Grupo Modelo S.A. de C.V. León,Notes:,4.5,15,25,8,34,2,22,37,3,0,3,22,3,65,2.953488,3.325581,3.081395,3.151163,3.290698
Lager,Hacker-Pschorr Münchner Dunkel,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Dunkel,Notes:,5,15,25,20,45,4,42,83,19,2,20,42,8,119,3.857143,4.047619,3.928571,3.928571,4.071429
Lager,Saranac Long John Lager,Matt Brewing Company,Matt Brewing Company Saranac Lager,Notes:Long John Lager is a robust easygoing Dunkel Lager. The caramelized malty sweetness is nicely balanced by a toasted nuttiness that'll surely light up your taste buds on a winter's day.\t,5.5,15,25,10,14,4,10,31,5,0,7,14,1,50,2.969595,3.263514,3.158784,3.155405,3.5
Lager,Fearless Youth,Grimm Brothers Brewhouse,Grimm Brothers Brewhouse Fearless Youth,"Notes:Once upon a time in the land of Bavaria, a darkness fell upon the beer in the town of Munich. But have no fear – this darkness was born of a toasted malt that produces a bready chocolate flavor. This full-bodied brew is now known as a Munich Dunkel. Our dunkel is made with just enough hoppy bitterness to scare away any overt sweetness. Then it is carefully lagered to produce a cleaness that no one will shudder at.\t",5.2,15,25,21,52,8,37,95,18,0,32,39,6,129,4.333333,4.5,4,4.5,4.5
Lager,Original Münchner Dunkel,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Original Münchner Dunkel,Notes:,5,15,25,13,57,7,35,78,6,0,9,28,8,121,3.578947,3.684211,3.552632,3.684211,3.605263
Lager,Tradition,Bayerische Staatsbrauerei Weihenstephan,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Tradition,Notes:,5.2,15,25,17,54,3,38,70,19,0,27,40,1,113,3.72619,3.904762,3.678571,3.738095,3.833333
Lager,Negra,Mahou S.A.,Mahou S.A. Negra,Notes:,5.5,15,25,13,45,11,47,59,13,3,16,34,3,104,3.105263,3.473684,3.421053,3.447368,3.578947
Lager,Samuel Adams OctoberfestBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Octoberfest,"Notes:In 1810, the Oktoberfest tradition was born when Munich celebrated the Crown Prince's wedding with a special beer and 16-day party. Our version of this classic style blends hearty malts for a deep, smooth flavor of caramel, creating a brew that's perfect for the season, or whatever you're celebrating. Smooth with a roasty sweetness, and light hop character.\t",5.3,18,25,13,42,11,35,47,11,0,22,43,13,84,3.476756,3.799525,3.624142,3.686741,3.825409
Lager,Oktoberfest Märzen,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Oktoberfest-Märzen,"Notes:An amber beer style that was developed to celebrate the original Oktoberfest over 200 years ago. This full bodied beer with its rich malt flavor, dark toffee note and underlying fruitiness has a masterful hop balance.The secrets behind Paulaner's excellent taste and unwavering quality are locally sourced ingredients and a tradition of craftsmanship that has been passed down and perfected by our dedicated brewmasters since 1634. Here in Munich, Paulaner beer is not a mere product -- It's a matter of the heart.\t",5.8,18,25,27,44,9,40,72,28,1,35,61,10,121,3.712451,3.822628,3.836957,3.911067,4.039526
Lager,Spaten Oktoberfestbier Ur-Märzen,Spaten-Franziskaner-Bräu,Spaten-Franziskaner-Bräu Spaten Oktoberfestbier Ur-Märzen,Notes:,5.9,18,25,30,30,6,31,42,10,0,11,47,5,105,3.314902,3.671978,3.554827,3.518744,3.693533
Lager,Hacker-Pschorr Oktoberfest Märzen,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Oktoberfest-Märzen,"Notes:Forbidden as it was to brew in summer, a stronger beer – the Märzen – was brewed earlier in March. It would finally be served at the Oktoberfest, under the “Heaven of Bavaria”. We have returned once again to the age-old recipe and recreated that gloriously smooth, honey-coloured piece of history from times gone by. And all is brewed with due reverence to the Bavarian Purity Law of 1516.\t",5.8,18,25,24,41,6,30,60,10,3,19,42,9,138,3.75837,3.852256,3.832606,3.933042,4.07278
Lager,Festbier,Bayerische Staatsbrauerei Weihenstephan,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Festbier,"Notes:A full rich bodied, hoppy, seasonal lager. Especially brewed for the Festbier season. This beer truly represents the Bavarian way of celebrating. Deep gold color, great mouth-feel and lots of flavor. Prost!\t",5.8,18,25,25,32,6,26,44,14,2,17,57,9,90,3.490268,3.529197,3.649635,3.604623,3.886861
Lager,Oktoberfest,Jacob Leinenkugel Brewing Company,Jacob Leinenkugel Brewing Company Leinenkugel's Oktoberfest,"Notes:Rich and toasty Märzen-style beerOur proud German heritage shines through in our homage to arguably the world’s greatest festival. A traditional Märzen-style beer, our Leinenkugel’s® Oktoberfest has a toasted malt flavor and subtle, spicy hop notes that make it perfect for celebrating fall in true German fashion. So let your steins runneth over.IBU: 20\t",5.1,18,25,16,22,3,26,36,10,0,9,28,9,65,2.947368,3.410526,3.025,2.953947,3.194737
Lager,Oktoberfest,Left Hand Brewing Company,Left Hand Brewing Company Left Hand Oktoberfest,"Notes:This is no festivus for the restivus, on the contrary, we start brewing in the spring and it takes a full two months to reach lagered perfection. Biscuity, malty goodness dominates upfront while the noble pedigree hops lend a properly spicy, dry finish.\t",6.6,18,25,16,32,22,41,63,5,0,9,58,31,115,3.56229,3.808081,3.680135,3.670034,3.772727
Lager,Octoberfest Beer,Harpoon Brewery,Harpoon Brewery Catamount Octoberfest Beer,"Notes:The character and complexity of Harpoon Octoberfest comes from the malt and hops. When looking at a freshly poured Harpoon Octoberfest, you will notice the garnet-red color with a firm, creamy head. The beer’s color is from a blend of Munich, chocolate, and pale malt. The thick head results in part from wheat malt added to the grist. The hop aroma of this beer is not overpowering but it is present. Tettnang hops add a subtle spice nose that blends with the malt character. This beer is full-bodied, smooth, and malty. Willamettehops are used to provide a gentle bitterness and to balance any residual sweetness present from the malt. The finish is soft and malty with a mild bitterness.30 IBU\t",5.3,18,25,17,60,4,60,59,20,0,24,76,19,115,3.75,4.25,3.75,3.75,4.25
Lager,Shiner Märzen-Style Oktoberfest,Spoetzl Brewery,Spoetzl Brewery Shiner Oktoberfest,"Notes:Just like the world's largest beer festival, our little brewrey has Bavarian roots and a long tradition of honoring tradition. Which is why we made this märzen-style with German-grown Hallertau tradition. If that doesn't make you polka dance for joy, we don't know what will.\t",5.8,18,25,12,31,10,39,44,9,1,12,49,14,72,3.195652,3.611801,3.279503,3.267081,3.456522
Lager,Dogtoberfest,Flying Dog Brewery,Flying Dog Brewery Dogtoberfest,"Notes:There is sauerkraut in my lederhosen. I repeat: There is sauerkraut in my lederhosen!Malts: Vienna, MunichHops: Perle, HallertauYeast: Lager30 IBUBrewed with 100% imported German ingredients.\t",5.6,18,25,17,46,7,47,71,19,1,12,69,10,115,3.479839,3.685484,3.527218,3.553427,3.639113
Lager,Oktoberfest,Yuengling Brewery,Yuengling Brewery Oktoberfest,"Notes:Yuengling® is proud to offer our Oktoberfest as an homage to our German Heritage. Copper in color, this medium bodied beer is the perfect blend of roasted malts with just the right amount of hops to capture a true representation of the style.26 IBU\t",5.45,18,25,17,28,11,26,52,7,0,13,33,6,82,3.130435,3.586957,3.565217,3.434783,3.456522
Lager,Beck's Oktoberfest,Brauerei Beck & Co.,Brauerei Beck & Co. Beck's Oktoberfest,Notes:,5,18,25,13,34,5,29,49,12,0,14,41,5,87,3.28803,3.598504,3.375312,3.352868,3.551122
Lager,Märzen,Gordon Biersch Brewery Restaurant,Gordon Biersch Brewery Restaurant Gordon Biersch Märzen,"Notes:Our most popular beer, Märzen (Maert-zen) is a smooth, mildly sweet, auburn colored lager. This beer originated from Bavaria, where it was brewed in March (Marz in German) and stored in caves to be enjoyed during warmer weather. At the end of September, any remaining kegs of Märzen were consumed during the two week celebration which became famous as Oktoberfest. We hope you'll enjoy it year round.18 IBU\t",5.7,18,25,7,30,9,21,52,16,0,12,21,4,72,3.4,3.658824,3.507843,3.547059,3.694118
Lager,Munsterfest,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Munsterfest,Notes:,6,18,25,18,46,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.745989,3.748663,3.893048
Lager,Oaktoberfest,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Oaktoberfest,"Notes:Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer.\t",5,18,25,19,39,5,39,52,23,1,26,64,26,95,3.695652,3.956522,3.913043,3.934783,4.086957
Lager,Warsteiner Premium Oktoberfest,Warsteiner Brauerei,Warsteiner Brauerei Warsteiner Premium Oktoberfest,"Notes:Celebrate German heritage with this authentic, German Specialty Beer.A truly German import brewed according to the German Purity Law, as are all Warsteiner beers, in limited quantities especially for Oktoberfest celebrations. This special edition has a well-balanced, mild and smooth taste with a uniquely soft, hoppy aftertaste and 5.9% alcohol. So bring a bit of Germany with you to your next Oktoberfest celebration and bring a Warsteiner Oktoberfest Special Edition.\t",5.9,18,25,18,38,8,30,53,9,2,17,58,7,89,3.142424,3.3,3.324242,3.248485,3.551515
Lager,Oktoberfest,Summit Brewing Company,Summit Brewing Company Summit Oktoberfest Marzen,"Notes:Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it.\t",6.5,18,25,12,37,23,36,73,28,2,28,44,10,91,3.463115,3.727459,3.678279,3.67418,3.696721
Lager,Oktoberfest Bier (Oktoberfest Wiesn),Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Wiesn Bier,Notes:Labeled as Oktoberfest Bier in Germany and Oktoberfest Wiesn in the US.This full bodied golden Oktoberfest lager is the only beer served in Paulaner Oktoberfest tents today. It is the pinnacle of German brewing: wonderfully mellow with a balanced harmonious taste. It has a strong note of malt and the pleasant fragrance of hops.\t,6,18,25,40,35,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.879032,3.854839,4.145161
Lager,Copper Legend Octoberfest,Jack's Abby Brewing,Jack's Abby Brewing Copper Legend,"Notes:Ancient timelines talk of dark days, plagued by hardships and Kingdom demands. When hope was all but lost, a legend emerged. A plumber. With copper pipes and an uncanny wit, he battled fierce foes and saw to the brewery’s opening. Our Octoberfest is malty, smooth and exceedingly drinkable. It is perfect to celebrate and honor today’s legends. We use locally grown wheat from MA, Munich malt and noble hops.22 IBU\t",5.7,18,25,19,33,6,30,56,14,1,13,49,9,86,3.166667,3.333333,3.166667,3.166667,3.166667
Lager,Atom Smasher,Two Brothers Brewing Company,Two Brothers Brewing Company Atom Smasher,"Notes:Named with our atom-colliding scientific neighbor in mind, this Oktoberfest-style lager is oak-aged, providing added layers of depth to the signature flavors of roasted malt, caramel and toffee found in marzen style beers. But a beer this exceptional shouldn’t be limited to just Oktoberfest. Raise a glass, stein or boot to Augustfest, Septemberfest and beyond!\t",7,18,25,13,38,17,25,56,10,0,13,29,20,83,3.518519,3.574074,3.453704,3.555556,3.5
Lager,Oktoberfest,Saint Arnold Brewing Company,Saint Arnold Brewing Company Saint Arnold Oktoberfest,"Notes:A full bodied, malty, slightly sweet beer celebrating the Autumn harvest. This rich beer has a round malt flavor and an above average alcohol content perfect for a cool fall evening. Malt: Three different blended Munich-style malts Hops: Czech Saaz and Tettnanger.Original Gravity: 1.061 (15.5° Plato)Color: Red-Amber Bitterness: 24 IBU\t",6.6,18,25,11,35,13,27,52,12,2,18,29,2,65,3.560714,3.692857,3.603571,3.653571,3.782143
Lager,Oktober Fest,Stoudts Brewing Co.,Stoudts Brewing Co. Oktober Fest,Notes:,5,18,25,15,37,9,37,50,25,0,25,69,3,83,3.488479,3.711982,3.631336,3.624424,3.794931
Lager,Oktoberfest,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Oktoberfest,"Notes:Originally brewed a couple hundred years ago to celebrate the betrothal of the Crown Prince of Bavaria, we’re helping keep the tradition alive by brewing Oktoberfest every fall for our most royal/loyal followers.\t",5.5,18,25,15,40,2,34,53,9,0,20,46,12,73,3.524038,3.721154,3.581731,3.620192,3.8125
Lager,Oktoberfest,Sly Fox Brewing Company,Sly Fox Brewing Company Oktoberfest,"Notes:Ein prosit! This seasonal gem is best enjoyed under a humongous tent while you and thousands of your closest friends sing enthusiastically. Or anywhere, really. It’s all about the gemütlichkeit, baby!\t",6.1,18,25,19,43,1,36,53,16,0,19,50,6,102,3.596154,3.826923,3.75,3.884615,4.028846
Lager,Fest Märzen Lager,Narragansett Brewing Co.,Narragansett Brewing Co. Narragansett Fest,"Notes:Based on the ""Bavarian"" style beer that Narragansett produced in the '60s and '70s, this elegant Oktoberfest style Marzen is brewed with the highest quality German malts and hops. Weyermann's Munich malt creates a rich bready and toasty base, while the noble Tettnang hops add a crisp, but subtle and dry spiced finish. King Grambrinus would be proud!\t",5.5,18,25,27,35,4,43,42,8,2,8,53,12,110,3.472527,4.06044,3.714286,3.642857,3.82967
Lager,Schell's Oktoberfest,August Schell Brewing Company,August Schell Brewing Company Oktoberfest,"Notes:The Oktoberfest or Marzen (March) type of beer was originally brewed in March, and laid down in caves before the summer weather rendered brewing impossible. Stocks would be drawn upon heavily during the summer, and exhausted by October.In Germany, this tradition has come to be associated with one specific style, Oktoberfest Bier. In keeping with true German tradition, August Schell Oktoberfest beer is brewed just once a year. Brewed with the perfect balance of Pale, Munich, and Cara Pils malt with Liberty and Perle hops to create a rich, smooth taste.\t",5.5,18,25,22,36,12,32,62,11,0,9,58,13,105,3.444444,3.738562,3.555556,3.591503,3.784314
Lager,Oktoberfest Lager Beer,"Lakefront Brewery, Inc.","Lakefront Brewery, Inc. Oktoberfest Lager Beer",Notes:,5.7,18,25,16,42,5,25,65,18,6,15,40,14,107,3.263636,3.522727,3.495455,3.386364,3.459091
Lager,Oktoberfest,Sprecher Brewing Company,Sprecher Brewing Company Oktoberfest,Notes:Gold Medal Winner in the German-style/Oktoberfest category at the 2004 Great American Beer Festival (GABF).\t,6,18,25,16,38,8,25,73,15,1,20,32,9,106,3.735507,3.778986,3.717391,3.786232,3.902174
Lager,Aecht Schlenkerla Rauchbier Märzen,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Märzen,"Notes:ABV may vary slightly year to year.Aecht Original Schlenkerla Maerzen Smokebeer, considered the classic example in its category, has been brewed for centuries in the baroque town of Bamberg in Franconia (Bavaria/Germany). Following the most ancient malting traditions, all its select barley malts are kilned over a fire of beech wood logs at the Schlenkerla maltings. Brewed in classic copper vessels and matured for months in 14th century cellars, Aecht Schlenkerla Rauchbier is a truly unique smoky beer experience.\t",5.4,20,30,8,33,6,30,26,5,4,2,26,124,64,4.207537,4.021372,3.899325,4.065804,3.830146
Lager,Aecht Schlenkerla Rauchbier Urbock,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Urbock,Notes:First tapping every first Thursday of October. A bitter Smokebock for the strongbeer-season (October through December). Matured for weeks in the deep rock-cellar and tapped freshly from the oakwood cask.\t,6.6,20,30,11,50,11,20,45,4,2,6,17,78,80,4.253484,4.05662,4.002613,4.162892,3.873693
Lager,Smoke & Dagger,Jack's Abby Brewing,Jack's Abby Brewing Smoke & Dagger,"Notes:Cloaked in mystery, this dark black beer skirts the line between a schwarzbier and smoked porter. The use of a small percentage of traditional Beechwood smoked malt adds complexity and balances the liberal use of chocolate malt. Notes of roasted grains, beechwood smoke,and coffee accompany a full bodied-and sweet chocolately malt character. Smoke & Dagger uses locally grown unmalted barley from MA.25 IBU\t",5.8,20,30,18,90,10,53,71,12,0,26,45,103,128,4.166667,4.222222,4.166667,4.277778,4.222222
Lager,Aecht Schlenkerla Eiche,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Eiche,"Notes:Facts on Aecht Schlenkerla Eiche:While for the classic Aecht Schlenkerla Rauchbier traditionally beech has been — and still is — used, the malt for Schlenkerla Oak Smoke is kilned with oak wood. The resulting Schlenkerla Oak Smokemalt has a smoother and more multilayered smoky note than the intensely aromatic beech smokemalt. The hence complex smokiness in this double bock is paired with the multifaceted bitterness of finest Hallertau aroma hops. With 8% alcohol and amber color it matures for months in the 14th century brewery cellars into a special treat for smoke beer lovers. As one of the last traditionally made smoked beers, Aecht Schlenkerla Rauchbier is a passenger in the „Ark of Taste” by SlowFood®.Brewed with 100% Schlenkerla Oak Smoke Malt40 IBU from finest aroma hopsBernstein (amber) color\t",8,20,30,6,47,16,25,47,11,0,13,34,95,58,4.238532,3.841743,3.970183,4.158257,4.045872
Lager,Aecht Schlenkerla Fastenbier (Lentbeer),Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Fastenbier,"Notes:The Original Schlenkerla Lentbeer is an unfiltered smokebeer, brewed according to the Bavarian Purity Law of 1516. Bottom-fermenting yeast gives the reddish brown lentbeer a natural cloudiness. Its smokey aroma is already noticeable in the smell, combined with a fine hoppy note. In the drink the fullbodied, highly drinkable lentbeer shows its strong malty flavour, rounded up with the smokey taste and a light bitterness. Due to the nourishing yeast, the Original Schlenkerla Lentbeer has the ""Brotzeit already included"" (German word for afternoon snack).\t",5.9,20,30,15,66,12,55,63,7,1,9,69,121,106,4.361446,4.138554,4.120482,4.295181,4.198795
Lager,Rauch Ür Bock,Caldera Brewing Company,Caldera Brewing Company Rauch Ür Bock,Notes:,7.4,20,30,6,34,8,15,74,17,2,19,12,99,64,4.309524,3.821429,3.892857,4.154762,4.166667
Lager,Eisenbahn Rauchbier,Cervejaria Sudbrack Ltda,Cervejaria Sudbrack Ltda Eisenbahn Rauchbier,Notes:,6.3,20,30,13,38,14,27,74,14,0,22,27,95,100,3.877907,3.796512,3.843023,3.953488,3.97093
Lager,Ludwig's Revenge,Roy Pitz Brewing Company,Roy Pitz Brewing Company Ludwig's Revenge,Notes:,5,20,30,16,69,8,38,55,3,0,3,17,65,83,3.892857,3.857143,3.857143,3.857143,4
Lager,Saranac Rauchbier Smoked Lager,Matt Brewing Company,Matt Brewing Company Saranac Rauchbier,Notes:,5.6,20,30,15,49,8,21,27,14,0,14,29,76,72,3.070312,3.304688,3.335938,3.210938,3.453125
Lager,Rauchbier,Southern Star Brewing Company,Southern Star Brewing Company Rauchbier,Notes:,5.6,20,30,19,33,11,20,30,13,0,7,27,105,53,3.65,4.05,3.75,3.6,3.55
Lager,Bonfire Of The Valkyries,New Albanian Brewing Company - Pizzeria and Public House,New Albanian Brewing Company - Pizzeria and Public House Bonfire Of The Valkyries,Notes:20 IBU\t,8,20,30,12,84,11,45,60,5,2,2,23,96,98,4.071429,3.785714,4.142857,4.214286,3.928571
Lager,Rauchbier,Sly Fox Brewing Company,Sly Fox Brewing Company Rauchbier,Notes:,5.2,20,30,16,45,13,24,38,6,2,3,25,107,69,4.071429,3.892857,3.857143,4.071429,4.107143
Lager,Aecht Schlenkerla Kräusen,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Krausen,"Notes:Also known as Helles Märzen Kräusen Blend.In the world of German brewing, Kräusen refers to the intense proliferation of bubbles and foam formed during fermentation of a young or “green” beer. And Aufkräusen (literally to kräusen it up), refers to a historic brewing technique in which some green beer is added to a fully-matured lager. This is a very old and very typically German tradition, and today even English-speaking brewers refer to this technique as krausening. Krausening brings the vibrant freshness of young beer to the more refined, austere flavors of a fully-matured lager.Aecht Schlenkerla Kräusen starts out as normal Helles Schlenkerla Lager and matures for months in the old rock cellars underneath the brewery. Just before filling it is blended using the before mentioned ""Kräusen"" technique with classic Märzen Rauchbier. The result is an unfiltered, bottom fermented and amber color Märzen Lager hybrid with a vibrant and slightly smoky flavor.IBU: 30\t",4.55,20,30,29,56,12,22,23,13,1,6,28,93,67,3.807692,4.038462,4.038462,3.884615,3.923077
Lager,Smoky MaryNew Orleans Lager & Ale Brewing Company (NOLA),New Orleans Lager & Ale Brewing Company (NOLA),New Orleans Lager & Ale Brewing Company (NOLA) Smoky Mary,"Notes:We’ve stepped out of the boxcar and created our own take on a German Rauchbier (Smoke beer). Instead of using Beechwood, we have selected the indigenous pecan wood and smoked a munich malt in our homemade malt smoker.The Smoky Mary has a subtle smoked flavor that pairs well with barbeque and just about anything off of the grill. She clocks in at 5.3% alcohol by volume, which makes it a nice sessionable smoked beer.\t",5.3,20,30,3,11,3,6,15,2,0,2,6,51,34,3.928571,4.071429,4.285714,4.285714,4.285714
Lager,Smoke Out,Starr Hill Brewery,Starr Hill Brewery Smoke Out,Notes:,8,20,30,3,30,3,3,23,10,1,7,2,33,22,3.75,3.5625,3.5,3.625,3.625
Lager,Deep Purple Rauchbier,Marshall Wharf Brewing Company / Three Tides Restaurant,Marshall Wharf Brewing Company / Three Tides Restaurant Deep Purple,"Notes:Smoke on the water! This Bamberg inspired smoked ale is bacon in a glass. Very polarizing beer, you either like the style and taste, or you never want to drink it again. Unique, brewed using German malts and Noble hops.\t",6.2,20,30,2,11,4,3,16,6,0,6,5,38,18,3.666667,3.583333,3.333333,3.25,3.333333
Lager,Smokey The Beer,Zero Gravity Craft Brewery / American Flatbread,Zero Gravity Craft Brewery / American Flatbread Smokey The Beer,Notes:This style is brewed using a majority of beechwood- smoked malt (smoked in Bamberg). The smoke character is well integrated and balanced by a hint of roasted malt and German hops.\t,5.2,20,30,4,12,2,5,11,0,0,0,7,19,22,4,3.666667,4.5,4.5,4.333333
Lager,Rauchbier,Iron Hill Brewery & Restaurant,Iron Hill Brewery & Restaurant Rauchbier,Notes:Bamburg-style German amber lager made with beech wood smoked malt giving this beer a distinct smoked character in both aroma and flavor.\t,3.8,20,30,10,32,12,10,56,27,2,32,6,87,45,3.875,3.875,3.775,3.925,3.975
Lager,Weiherer Rauch,Brauerei Gasthof Kundmüller,Brauerei Gasthof Kundmüller Weiherer Rauch,Notes:,5.3,20,30,11,29,8,19,24,13,0,9,24,54,27,3.730769,3.730769,3.307692,3.5,3.461538
Lager,Hallerndorfer Raiterla Rauchbier,Brauerei Gasthof Rittmayer,Brauerei Gasthof Rittmayer Hallerndorfer Raiterla Rauchbier,Notes:,5,20,30,6,13,6,8,16,2,3,3,10,34,27,4.25,3.75,4.125,4.125,3.875
Lager,Rauchbock,Appalachian Brewing Company,Appalachian Brewing Company Rauchbock,Notes:,7,20,30,6,26,9,15,17,3,0,4,19,55,42,3.583333,3.958333,3.458333,3.5,3.541667
Lager,Bamberg Rauchbier,Micro Cervejaria Bamberg,Micro Cervejaria Bamberg Bamberg Rauchbier,Notes:,4.8,20,30,8,9,5,2,7,3,0,2,2,23,20,4.25,3.5,3.75,3.5,3.5
Lager,Bishop Bob's Holy Smoke,Dragonmead Microbrewery,Dragonmead Microbrewery Dragonmead Bishop Bob's Holy Smoke,Notes:This beer is a Bamberg-style Rauchbier. The town of Bamberg in Germany originated the style of smoked beers. These beers are made with a dose of smoked barley. Our recipe relies on a light bock recipe for its base and contains about 20% imported smoked barley. The noble German hops are used to balance the taste into a unique beer drinking experience.\t,5.6,20,30,3,15,1,5,19,4,2,5,6,37,30,3.25,3.9375,3.3125,3.5,3.5
Lager,Samuel Adams Black LagerBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Black Lager,"Notes:Literally translated as “black beer,” schwarzbiers are one of the oldest and most traditional German beer styles. Dating back to around 800 BC, this dark, roasty beer combines caramel and chocolate malt notes with a bright flavor and crisp finish.\t",4.9,20,30,16,57,3,45,38,3,0,5,18,4,94,3.632195,3.890228,3.748327,3.850736,3.907631
